Open Device Successfully!
Device Count: 1
Device Index: 0
S/N: F1480723
Pixel Count: 512
HW Version: 10000006
FW Version: 10000020
DLL Version: 21502063
Load Calibration Data Successfully
Integration Time: 20 us
Line Rate: 5000 Hz
Pixel,  Wavelength(nm)
1565.417,    3204
1565.507,    3248
1565.597,    3236
1565.689,    3221
1565.780,    3217
1565.870,    3236
1565.962,    3218
1566.052,    3239
1566.143,    3231
1566.235,    3204
1566.325,    3213
1566.415,    3223
1566.506,    3216
1566.596,    3240
1566.686,    3229
1566.778,    3257
1566.868,    3221
1566.958,    3200
1567.049,    3223
1567.139,    3229
1567.230,    3238
1567.321,    3244
1567.410,    3191
1567.500,    3247
1567.591,    3212
1567.680,    3216
1567.770,    3210
1567.861,    3243
1567.951,    3217
1568.041,    3239
1568.131,    3247
1568.221,    3238
1568.311,    3238
1568.401,    3261
1568.491,    3233
1568.581,    3249
1568.670,    3255
1568.760,    3275
1568.849,    3229
1568.938,    3258
1569.029,    3251
1569.119,    3267
1569.208,    3261
1569.298,    3290
1569.386,    3250
1569.476,    3299
1569.566,    3260
1569.656,    3279
1569.745,    3283
1569.836,    3283
1569.924,    3283
1570.013,    3303
1570.103,    3286
1570.191,    3286
1570.280,    3286
1570.370,    3303
1570.458,    3281
1570.547,    3304
1570.636,    3276
1570.725,    3285
